date,tx_pos,tx_incid,TO,R,rea,hosp,rad,dchosp,incid_rea,incid_hosp,incid_rad,incid_dchosp,conf,conf_j1,pos,esms_dc,dc_tot,pos_7j,cv_dose1,esms_cas
2021-02-28,7.29423607410464,224.139180819428,0.690391459074733,1.048804643219,3492,25280,257555,61572,164,728,297,122,3755968,19952,3335,24856,86428,150431,,
2021-03-01,7.28980155906706,222.267765944108,0.700672202451562,1.03947979373497,3544,25430,258384,61947,347,1393,857,379,3760671,4703,31932,24856,86803,149175,,
2021-03-02,7.26388155349233,220.703286948021,0.708975879794385,1.03211389295515,3586,25263,259893,62247,366,1705,1541,301,3783528,22857,24695,24973,87220,148125,,192376
2021-03-03,7.25981635519492,219.797379110287,0.719058916567813,1.02703184922631,3637,25111,261289,62569,322,1622,1413,326,3810316,26788,23684,24973,87542,147517,,
2021-03-04,7.22130984556695,219.1522177719,0.718268090154211,1.0242261856865,3633,24891,262690,62862,293,1538,1424,295,3835595,25279,23831,24973,87835,147084,,
2021-03-05,7.20878740854387,219.898697750033,0.727560300514037,1.02459108292336,3680,24765,263919,63100,324,1397,1255,239,3859102,23507,25585,25174,88274,147585,,193354
2021-03-06,7.23706327626059,221.640484365677,0.729339659944642,1.02933275836596,3689,24625,264909,63270,233,1097,998,173,3882408,23306,15692,25174,88444,148754,,
2021-03-07,7.24490004268398,222.045758924664,0.740015816528272,1.03926233448512,3743,24818,265295,63400,187,720,389,130,3904233,21825,3607,25174,88574,149026,,
2021-03-08,7.32060097061424,225.632140775694,0.760972716488731,1.05350794871166,3849,25195,266096,63759,381,1584,840,360,3909560,5327,34339,25174,88933,151433,,
2021-03-09,7.36178097716329,230.452226063639,0.774614472123369,1.0704739514024,3918,25201,267539,64057,421,1810,1471,299,3932862,23302,27930,25244,89301,154668,,193897
2021-03-10,7.46972610754052,237.225675126699,0.774614472123369,1.08861787847733,3918,24969,269019,64321,343,1574,1513,266,3963165,30303,28230,25311,89632,159214,,
2021-03-11,7.50185612516798,247.956511059861,0.78924476077501,1.1073760337392,3992,24858,270433,64586,385,1609,1414,266,3990331,27166,31033,25311,89897,166416,,
2021-03-12,7.52188747012383,257.995996274752,0.797350731514433,1.12609400147458,4033,24749,271678,64809,306,1448,1262,228,4015560,25229,32323,25311,90120,173154,,195035
2021-03-13,7.61981209211372,265.907790054965,0.804665875840253,1.14366866133844,4070,24671,272615,64978,263,1087,968,174,4045319,29759,21002,25311,90289,178464,,
2021-03-14,7.653564143089,268.050381289606,0.815935152234085,1.15878643662517,4127,24989,272960,65118,188,821,351,140,4071662,26343,5045,25311,90429,179902,,
2021-03-15,7.93005093633146,283.720500910415,0.834124159746936,1.170635738066,4219,25469,273771,65451,401,1676,824,333,4078133,6471,44856,25311,90762,190419,,
2021-03-16,8.00992146786554,294.808932042683,0.838078291814947,1.17905239346724,4239,25492,275360,65765,435,2005,1622,320,4108108,29975,35372,25405,91170,197861,,195847
2021-03-17,8.05239684167946,301.641980305593,0.834124159746936,1.18441079270636,4219,25314,276993,66006,357,1745,1638,246,4146609,38501,32816,25405,91411,202447,,
2021-03-18,8.00065603995936,306.724302072882,0.839462238038751,1.18747388366643,4246,25389,278263,66274,382,1661,1297,273,4181607,34998,34444,25405,91679,205858,,
2021-03-19,7.96393614974542,313.315973576397,0.847568208778173,1.18926240389679,4287,25339,279646,66559,383,1699,1426,297,4216695,35088,36747,25405,91964,210282,,
2021-03-20,7.93577729507961,316.215474649145,0.86061684460261,1.19073799079976,4353,25537,280571,66735,317,1348,955,185,4252022,35327,22948,25405,92140,212228,,
2021-03-21,7.93706355032001,316.90533538742,0.871095294582839,1.19211457427798,4406,25926,280955,66873,196,926,385,138,4282603,30581,5508,25405,92278,212691,,
2021-03-22,8.00979162848428,328.843055117563,0.899169632265718,1.19346682646332,4548,26488,281885,67216,471,1902,955,344,4298395,15792,52868,25405,92621,220703,,
2021-03-23,8.04343673923359,340.713725747875,0.916172400158165,1.19496000983068,4634,26756,283507,67503,488,2286,1669,292,4313073,14678,43338,25405,92908,228670,,
2021-03-24,8.1298870435982,354.372372373715,0.919533412415975,1.19658779797496,4651,26876,285199,67748,384,2130,1710,248,4378446,65373,41987,25405,93153,237837,,
2021-03-25,8.16131356695525,367.214509961596,0.931000395413207,1.19735127756353,4709,27036,286607,67973,408,1860,1432,228,4424087,45641,43067,25405,93378,246456,,
2021-03-26,8.19721620841336,379.898709669873,0.942269671807038,1.19542320214421,4766,27242,288062,68276,476,2048,1480,304,4465956,41869,45266,25999,94275,254969,,
2021-03-27,8.18808071257068,387.336689811271,0.947212336892052,1.18924300573455,4791,27259,289350,68466,332,1567,1299,194,4508575,42619,27958,25999,94465,259961,,
2021-03-28,8.1835288654335,387.554226890727,0.963226571767497,1.17842601910568,4872,27712,289752,68597,238,1017,404,131,4545589,37014,5664,25999,94596,260107,,
2021-03-29,8.17198122734085,397.544542765741,0.983392645314354,1.16354992419149,4974,28322,290810,68957,484,2099,1091,362,4554683,9094,59706,25999,94956,266812,,
2021-03-30,8.07191917256041,406.648320542973,1.00276789244761,1.14519578546623,5072,28510,292796,69293,569,2579,2011,337,4585385,30702,49447,26044,95337,272922,,
2021-03-31,7.94341340575152,411.154020051704,0.999011466982997,1.12370418599,5053,28463,294638,69596,472,2209,1865,304,4644423,59038,44995,26044,95640,275946,,
2021-04-01,7.77170315732178,413.569277625663,1.01008303677343,1.09918066379591,5109,28581,296166,69904,480,2035,1561,313,4695082,50659,44677,26044,95948,277567,,
2021-04-02,7.65324088018,411.922849729781,1.03875049426651,1.07178195925345,5254,28729,297734,70204,505,2092,1614,301,4741759,46677,44159,26076,96280,276462,,
2021-04-03,7.5113030300721,411.209149311566,1.04250691973112,1.04275574489292,5273,28886,299075,70389,399,1730,1348,187,4755676,13917,27469,26076,96465,275983,,
2021-04-04,7.49545340332625,411.133160331756,1.05595096876236,1.01457307194421,5341,29356,299624,70574,270,1224,562,185,4822470,66794,5479,26076,96650,275932,,
2021-04-05,7.23098467996515,336.279545278965,1.07413997627521,0.990339453305915,5433,29907,300064,70771,284,1219,448,197,4833263,10793,9468,26076,96847,225694,,
2021-04-06,7.72113151439815,352.980731057195,1.11229735073151,0.971977383126507,5626,30639,301299,71180,632,2459,1273,409,4841308,8045,60656,26093,97273,236903,,
2021-04-07,7.95377189286465,352.708064717877,1.13266113088177,0.959894975076103,5729,30904,303639,71601,673,3131,2388,433,4854259,12951,44812,26093,97694,236720,,
2021-04-08,8.37613902501427,348.774517527715,1.12791617240016,0.953581268467537,5705,30555,305711,71944,498,2156,2116,345,4939258,84999,42037,26093,98037,234080,,
2021-04-09,8.80736082963308,346.87330305247,1.13819691577699,0.953018165731298,5757,30326,307674,72243,498,2120,1986,301,4980501,41243,42883,26124,98367,232804,,
2021-04-10,9.13596786051059,345.880976374952,1.14056939501779,0.95752306896417,5769,30238,309136,72450,388,1649,1481,210,5023785,43284,26803,26124,98574,232138,,
2021-04-11,9.16799543317525,346.018054534609,1.15421115065243,0.965068884838923,5838,30671,309787,72626,286,1305,656,178,5058680,34895,5571,26124,98750,232230,,
2021-04-12,9.58491331548951,409.726619215274,1.16963226571767,0.97202796114731,5916,31262,310934,73011,492,2172,1168,385,5067216,8536,52226,26124,99135,274988,,
2021-04-13,9.61520887864589,377.824657515061,1.17674970344009,0.975583856602392,5952,31226,313051,73335,555,2501,2153,324,5106329,39113,39245,26145,99480,253577,,
2021-04-14,9.66042626182218,364.528076028315,1.16686437327007,0.974645463216569,5902,30868,315152,73632,441,2072,2115,297,5149834,43505,35888,26145,99777,244653,,
2021-04-15,9.72246498141871,354.725497632832,1.17121391854488,0.969891312923836,5924,30668,317036,73928,501,2062,1899,300,5187879,38045,35458,26145,100073,238074,,
2021-04-16,9.81881366026566,345.377363136211,1.16923685251087,0.96196858851032,5914,30472,318923,74234,463,2044,1900,309,5224321,36442,36609,26170,100404,231800,,
2021-04-17,9.83777850987314,339.485982230946,1.16192170818505,0.950886977785732,5877,30329,320275,74423,359,1471,1380,189,5260182,35861,22849,26170,100593,227846,,
2021-04-18,9.84769761819884,338.742482212805,1.16508501383946,,5893,30789,320757,74563,233,1111,488,140,5289526,29344,5072,26170,100733,227347,,
2021-04-19,9.93420407702854,330.67573051298,1.1803084223013,,5970,31214,321889,75010,502,2066,1170,449,5296222,6696,46812,26170,101180,221933,,
2021-04-20,9.96398943787755,324.581712328221,1.18307631474891,,5984,31086,323961,75384,601,2404,2074,375,5339320,43098,35155,26184,101568,217843,,
2021-04-21,10.0262253985337,320.362088978774,1.1781336496639,,5959,30954,325811,75697,476,2095,1886,316,5374288,34968,33056,26184,101881,215011,,
2021-04-22,10.0391618908553,314.69420507295,1.18248319493871,,5981,30634,327668,75980,478,1878,1881,285,5408606,34318,31654,26184,102164,211207,,
2021-04-23,10.010232856817,307.983335169734,1.1787267694741,,5962,30438,329405,76285,436,1932,1783,309,5440946,32340,32105,26211,102496,206703,,
2021-04-24,9.96871761832555,303.166229841781,1.1779359430605,,5958,30100,330838,76502,348,1368,1449,220,5473579,32633,19616,26211,102713,203470,,
2021-04-25,9.93219572112159,301.565991325783,1.18189007512851,,5978,30287,331362,76647,218,881,527,145,5498044,24465,3998,26211,102858,202396,,
2021-04-26,,,1.18643732700672,,6001,30596,332563,77045,470,1944,1218,400,5503996,5952,,26211,103256,,,
2021-04-27,,,1.17497034400949,,5943,30281,334577,77370,484,2109,2042,338,5534313,30317,,26233,103603,,21.8,
2021-04-28,,,1.16231712139185,,5879,29911,336281,77685,349,1708,1726,324,5565852,31539,,26233,103918,,,
